word,frequency,lang_code
saben,79988,es
sentido,79686,es
hagas,79398,es
segura,79393,es
esperar,79115,es
lejos,79091,es
arma,78974,es
alto,78496,es
pequeña,78191,es
dólares,77319,es
seis,77064,es
estaban,76916,es
seguridad,76807,es
maldita,76765,es
estuvo,76639,es
preocupes,76606,es
palabra,76589,es
esperando,76353,es
queda,76150,es
oficina,75697,es
matar,75652,es
iré,75521,es
cama,75441,es
además,75259,es
último,75205,es
oído,75123,es
habría,74848,es
estará,74836,es
dio,74745,es
recuerdo,74344,es
siendo,74265,es
acerca,74051,es
tenga,73994,es
luz,73886,es
correcto,73881,es
demonios,73485,es
nuestras,73354,es
verte,73227,es
dormir,73064,es
sitio,73036,es
ayudar,72837,es
conseguir,72697,es
marido,72210,es
paz,72000,es
idiota,71856,es
plan,71640,es
dado,71249,es
cuanto,71197,es
peor,70692,es
murió,70466,es
pueblo,70465,es
vivo,70329,es
venido,70151,es
john,69978,es
basta,69973,es
paso,69865,es
deberíamos,69574,es
música,69241,es
diga,68941,es
minuto,68878,es
anoche,68870,es
llamar,68861,es
piensa,68552,es
país,68539,es
digas,68227,es
rey,67803,es
perdón,67516,es
mucha,67426,es
falta,67152,es
pienso,67140,es
diablos,67119,es
perdido,66882,es
niña,66672,es
señorita,66491,es
diez,66429,es
lleva,66407,es
hospital,66316,es
grandes,66186,es
maldito,66025,es
otras,65924,es
llamado,65650,es
hacemos,65535,es
llevar,65446,es
fuego,65442,es
aqui,65202,es
tuvo,65130,es
poner,64740,es
calle,64675,es
acaba,64600,es
prueba,64593,es
increíble,64527,es
real,64511,es
libro,64445,es
orden,64437,es
semanas,64300,es
especial,64240,es
mía,64132,es
café,63914,es
duro,63800,es
empezar,63463,es
afuera,63387,es
queremos,63319,es
perro,63070,es
cielo,62981,es
jack,62965,es
puesto,62949,es
viaje,62667,es
detrás,62621,es
cuarto,62590,es
querida,62549,es
haría,62547,es
preguntas,62505,es
piensas,62433,es
querido,62425,es
libre,62421,es
buscar,62319,es
cual,62288,es
diré,62193,es
suena,62170,es
jugar,62132,es
cambio,62106,es
película,61985,es
millones,61876,es
habrá,61821,es
llamada,61791,es
resto,61752,es
vemos,61545,es
extraño,61249,es
mala,61177,es
presidente,61090,es
irme,60622,es
ropa,60542,es
perder,60378,es
vuelve,60172,es
agente,60171,es
palabras,60090,es
información,60090,es
raro,60086,es
hará,59965,es
entiendes,59914,es
éste,59792,es
trabajando,59674,es
tratando,59643,es
general,59593,es
trato,59469,es
usar,59267,es
perfecto,59208,es
derecho,59164,es
modo,59041,es
ayer,59013,es
conoces,58941,es
demás,58811,es
quieras,58704,es
podríamos,58548,es
noticias,58530,es
asesino,58507,es
encontrado,57581,es
control,57479,es
odio,57427,es
frente,57371,es
sexo,57281,es
decirle,57135,es
estaré,57085,es
divertido,56908,es
armas,56785,es
recuerdas,56669,es
amiga,56665,es
grupo,56638,es
asunto,56622,es
acabo,56586,es
mensaje,56126,es
encima,56110,es
atención,56092,es
diferente,56028,es
cállate,55856,es
daño,55599,es
sucede,55572,es
cambiar,55360,es
siguiente,55300,es
sino,55136,es
the,54966,es
seas,54799,es
médico,54547,es
boca,54512,es
dejó,54435,es
error,54414,es
jamás,54158,es
largo,53833,es
pena,53618,es
voz,53574,es
futuro,53557,es
siente,53518,es
secreto,53504,es
baño,53455,es
mil,53364,es
decirte,53207,es
sam,53082,es
pensaba,53018,es
novia,52984,es
propia,52973,es
sueño,52956,es
haz,52344,es
fuerza,52316,es
deben,52297,es
supone,52250,es
estábamos,52003,es
ambos,51916,es
estuve,51592,es
encontré,51507,es
vuelto,51505,es
dolor,51283,es
dile,51271,es
encanta,51240,es
edad,51163,es
darle,51120,es
pie,51066,es
negro,50987,es
ganar,50970,es
york,50964,es
aire,50788,es
lamento,50766,es
verlo,50765,es
asesinato,50759,es
vio,50756,es
adónde,50674,es
llegado,50534,es
disculpe,50520,es
cita,50399,es
estaría,50270,es
fuiste,50201,es
sistema,50050,es
gusto,50039,es
pobre,50019,es
negocio,49896,es
mente,49842,es
tuyo,49799,es
campo,49614,es
mire,49575,es
situación,49426,es
tras,49345,es
hotel,49177,es
vosotros,49111,es
funciona,48956,es
foto,48915,es
abogado,48914,es
loca,48859,es
propio,48844,es
alrededor,48767,es
próxima,48701,es
terminado,48673,es
hablas,48652,es
pagar,48636,es
mató,48583,es
llamo,48473,es
personal,48419,es
sientes,48410,es
ocurre,48364,es
ésta,48338,es
recuerda,48335,es
mitad,48317,es
quiera,48299,es
pelo,48293,es
tenías,48183,es
viste,47962,es
oficial,47960,es
llegó,47852,es
compañía,47842,es
relación,47824,es
conoce,47688,es
pase,47622,es
montón,47610,es
mejores,47509,es
creí,47494,es
cena,47357,es
sentir,47337,es
través,47295,es
accidente,47117,es
ellas,46892,es
caja,46635,es
tranquilo,46587,es
bonito,46554,es
eras,46544,es
asi,46535,es
pudo,46533,es
vive,46462,es
vista,46461,es
estúpido,46441,es
línea,46341,es
caballeros,46158,es
haremos,46119,es
dan,46063,es
quédate,46054,es
tienda,45913,es
comprar,45899,es
entendido,45877,es
centro,45864,es
salvo,45755,es
mes,45648,es
joe,45615,es
sol,45567,es
tonto,45479,es
hambre,45455,es
michael,45411,es
mesa,45409,es
respuesta,45345,es
completamente,45342,es
david,45220,es
carta,45152,es
totalmente,45016,es
imposible,44898,es
pruebas,44861,es
novio,44832,es
normal,44793,es
gustan,44761,es
frank,44615,es
pude,44614,es
charlie,44589,es
traje,44234,es
dirección,44229,es
siete,44169,es
dijeron,44151,es
placer,44038,es
sean,43979,es
tendrá,43656,es
barco,43597,es
blanco,43530,es
tom,43467,es
profesor,43370,es
servicio,43358,es
muchacho,43295,es
reunión,43217,es
dejado,43162,es
ley,43043,es
quisiera,42974,es
hubo,42830,es
george,42765,es
programa,42763,es
carrera,42759,es
cumpleaños,42596,es
muchachos,42571,es
culo,42470,es
canción,42468,es
hermosa,42438,es
universidad,42412,es
boda,42403,es
decirme,42378,es
cualquiera,42369,es
tengas,42271,es
hacía,42256,es
estés,42240,es
sala,42122,es
llevo,42084,es
decisión,42011,es
espere,42008,es
don,41978,es
necesario,41752,es
sal,41725,es
entra,41706,es
prisa,41706,es
carajo,41656,es
embargo,41642,es
interesante,41640,es
tendrás,41583,es
escuchar,41472,es
abuela,41377,es
hicieron,41321,es
detective,41299,es
horrible,41259,es
suelo,41247,es
fotos,41245,es
cárcel,41152,es
acá,41151,es
mike,41066,es
siéntate,40993,es
decía,40982,es
intentando,40706,es
vámonos,40700,es
maldición,40681,es
silencio,40675,es
muerta,40660,es
capaz,40541,es
salió,40377,es
club,40360,es
terminar,40338,es
temo,40288,es
broma,40281,es
gobierno,40236,es
prometo,40224,es
cámara,40045,es
media,39998,es
terrible,39993,es
llamó,39922,es
regalo,39903,es
amable,39841,es
dulce,39818,es
muertos,39809,es
querías,39797,es
ataque,39782,es
das,39589,es
navidad,39589,es
negocios,39553,es
pudiera,39528,es
ocho,39524,es
avión,39484,es
investigación,39465,es
acabó,39429,es
juro,39329,es
mantener,39327,es
ejército,39290,es
papel,39262,es
partes,39255,es
ten,39243,es
gracioso,39166,es
diría,39163,es
principio,39155,es
delante,38898,es
teniente,38628,es
deseo,38627,es
vayas,38593,es
nave,38459,es
sale,38407,es
basura,38280,es
vine,38168,es
contacto,38028,es
esposo,38011,es
tren,37976,es
encontramos,37952,es
dale,37876,es
verdadero,37844,es
tuya,37837,es
alma,37824,es
hazlo,37804,es
disculpa,37801,es
junto,37794,es
anda,37779,es
tendré,37662,es
matrimonio,37656,es
saberlo,37540,es
locura,37525,es
oro,37500,es
permiso,37465,es
director,37428,es
peligro,37415,es
libertad,37412,es
alegro,37403,es
baja,37298,es
tendremos,37262,es
derecha,37262,es
encuentra,37241,es
pies,37222,es
segunda,37192,es
maravilloso,37115,es
espacio,37114,es
rato,37101,es
abuelo,37062,es
esperaba,37031,es
mirando,37030,es
salud,37016,es
sorpresa,37012,es
ninguno,37007,es
miren,37000,es
triste,36968,es
aun,36908,es
pensado,36904,es
maestro,36887,es
según,36882,es
infierno,36835,es
podrían,36824,es
tipos,36703,es
tía,36607,es
crimen,36579,es
conocido,36564,es
consejo,36446,es
ante,36426,es
iglesia,36300,es
intento,36197,es
mayoría,36167,es
doy,36153,es
peter,36107,es
hicimos,36096,es
escena,36065,es
piso,36054,es
señal,36012,es
honor,35990,es
llamas,35985,es
abre,35915,es
cerebro,35820,es
veras,35817,es
viendo,35814,es
pone,35812,es
pregunto,35802,es
cocina,35715,es
vestido,35669,es
inteligente,35632,es
vieja,35616,es
caballo,35585,es
vienen,35533,es
vidas,35477,es
bar,35461,es
corte,35435,es
sucedió,35426,es
adentro,35406,es
drogas,35396,es
enseguida,35331,es
busca,35289,es
agradable,35267,es
carne,35253,es
parecía,35223,es
departamento,35214,es
lindo,35195,es
mar,35149,es
duda,35145,es
edificio,35098,es
conocer,35058,es
cargo,35050,es
víctima,35048,es
luna,34997,es
energía,34997,es
frío,34936,es
hablo,34863,es
baile,34771,es
trabaja,34740,es
misión,34729,es
listos,34703,es
ayudarte,34637,es
izquierda,34629,es
paul,34600,es
beber,34576,es
deje,34568,es
finalmente,34516,es
simple,34511,es
daré,34496,es
sabías,34453,es
puedas,34446,es
puso,34438,es
creía,34319,es
regresar,34314,es
llega,34263,es
entender,34253,es
mirar,34206,es
sacar,34188,es
cambiado,34095,es
trae,34072,es
hermoso,34066,es
opinión,34009,es
verás,34007,es
linda,34005,es
apenas,33969,es
segundos,33905,es
cerveza,33902,es
harás,33809,es
estuviera,33794,es
creen,33728,es
oír,33646,es
tendría,33574,es
cuántos,33572,es
hablado,33561,es
hablamos,33532,es
reina,33477,es
temprano,33465,es
tema,33446,es
prisión,33396,es
porqué,33393,es
vuelva,33350,es
público,33347,es
ocurrió,33319,es
veré,33305,es
salvar,33301,es
partido,33291,es
bonita,33286,es
joder,33283,es
causa,33279,es
caliente,33249,es
sargento,33179,es
cenar,33146,es
compañero,32947,es
llevó,32910,es
banco,32880,es
existe,32874,es
ben,32858,es
zona,32787,es
destino,32785,es
base,32757,es
solía,32665,es
cliente,32665,es
irse,32623,es
perra,32592,es
james,32572,es
encuentro,32557,es
encontró,32539,es
pelea,32497,es
san,32450,es
norte,32319,es
quise,32250,es
coronel,32219,es
apuesto,32213,es
peligroso,32210,es
viva,32204,es
max,32182,es
vienes,32150,es
necesitan,32121,es
excepto,32005,es
juicio,31961,es
podamos,31904,es
llave,31899,es
equivocado,31851,es
posición,31835,es
trasero,31796,es
irnos,31731,es
espalda,31618,es
excelente,31576,es
éxito,31546,es
modos,31533,es
ventana,31521,es
veamos,31449,es
especie,31439,es
teníamos,31438,es
diferencia,31428,es
formas,31423,es
pedir,31418,es
últimos,31416,es
escúchame,31386,es
ejemplo,31354,es
ése,31352,es
radio,31316,es
lee,31272,es
calma,31202,es
hogar,31190,es
volveré,31148,es
fondo,31017,es
humano,30936,es
henry,30924,es
iremos,30871,es
unidos,30863,es
habían,30746,es
jesús,30720,es
planeta,30672,es
verme,30657,es
respecto,30525,es
regreso,30519,es
debido,30518,es
seré,30505,es
tenían,30390,es
leer,30383,es
parar,30341,es
lleno,30333,es
dejé,30321,es
respeto,30274,es
debajo,30209,es
harry,30134,es
escribir,30111,es
estación,30100,es
pidió,30100,es
alta,30046,es
pista,30000,es
estrella,29938,es
enfermo,29931,es
duele,29808,es
sueños,29807,es
veremos,29783,es
miles,29772,es
darme,29767,es
órdenes,29746,es
ocupado,29600,es
sigues,29572,es
corre,29570,es
podido,29555,es
dejes,29536,es
nivel,29519,es
habéis,29518,es
experiencia,29510,es
darte,29480,es
salida,29479,es
decirlo,29456,es
confiar,29427,es
hacerte,29424,es
necesitaba,29377,es
hermanos,29333,es
zapatos,29332,es
color,29320,es
vistazo,29316,es
nena,29309,es
tratar,29257,es
parecer,29249,es
juez,29177,es
próximo,29134,es
paciente,29118,es
hayas,29081,es
bolsa,29042,es
arte,29011,es
mary,28973,es
jugando,28967,es
llevas,28896,es
alegra,28887,es
bailar,28886,es
diablo,28865,es
sepa,28810,es
estarás,28804,es
sur,28775,es
banda,28768,es
aprender,28760,es
precio,28723,es
completo,28715,es
santo,28659,es
culpable,28654,es
ganas,28649,es
tuvimos,28633,es
you,28617,es
verla,28616,es
volvió,28609,es
libros,28603,es
ojo,28589,es
serán,28588,es
cielos,28554,es
matado,28480,es
azul,28477,es
diferentes,28472,es
irte,28442,es
comandante,28382,es
acción,28381,es
reglas,28301,es
obra,28275,es
esperanza,28234,es
cuestión,28230,es
molesta,28230,es
teniendo,28223,es
bill,28210,es
informe,28207,es
jimmy,28145,es
río,28133,es
bienvenido,28108,es
abrir,28090,es
tocar,28076,es
bob,28053,es
contar,28052,es
sigo,28033,es
interior,27979,es
apartamento,27936,es
vea,27885,es
estados,27876,es
estáis,27855,es
preocupa,27847,es
tomó,27846,es
principal,27776,es
empieza,27717,es
londres,27684,es
empezó,27667,es
vayan,27643,es
jim,27640,es
llaman,27639,es
ojalá,27609,es
perdona,27596,es
vuelvo,27583,es
golpe,27552,es
quedarme,27529,es
llamaré,27497,es
acabado,27494,es
estilo,27487,es
nueve,27477,es
definitivamente,27474,es
quedar,27451,es
cartas,27437,es
bomba,27431,es
guardia,27405,es
pistola,27403,es
probar,27381,es
majestad,27352,es
traer,27310,es
marcha,27262,es
pareces,27231,es
común,27165,es
aquel,27160,es
hacerle,27153,es
vuelo,27150,es
nota,27132,es
danny,27097,es
humanos,27056,es
estaremos,27050,es
valor,27034,es
suyo,26925,es
objetivo,26881,es
repente,26871,es
debía,26858,es
rojo,26834,es
bromeando,26828,es
irá,26819,es
entrada,26809,es
doble,26787,es
dejaré,26734,es
evitar,26731,es
máquina,26692,es
cuello,26607,es
conocí,26576,es
tiempos,26575,es
tome,26557,es
nick,26552,es
animales,26546,es
alex,26535,es
acaso,26523,es
tuviera,26513,es
pareja,26503,es
verano,26486,es
escuché,26474,es
ama,26468,es
serás,26457,es
mentira,26429,es
tarjeta,26408,es
hagan,26381,es
perdí,26358,es
correr,26352,es
steve,26340,es
traído,26331,es
llegue,26329,es
preparado,26318,es
haberlo,26304,es
tony,26298,es
usa,26278,es
intentar,26247,es
ayudarme,26237,es
flores,26230,es
dando,26212,es
vos,26194,es
opción,26177,es
isla,26148,es
cierra,26144,es
piel,26126,es
enemigo,26121,es
dejo,26109,es
exacto,26087,es
imbécil,26010,es
jóvenes,26000,es
pedido,25956,es
larga,25955,es
entiende,25917,es
justicia,25899,es
nuevos,25896,es
obviamente,25797,es
despierta,25791,es
pido,25720,es
calor,25680,es
luces,25666,es
refiero,25660,es
fuimos,25657,es
batalla,25619,es
déjalo,25614,es
intenta,25538,es
sarah,25528,es
fantástico,25493,es
brazo,25423,es
absolutamente,25418,es
llena,25341,es
hacerme,25312,es
salga,25286,es
recordar,25282,es
escapar,25248,es
bosque,25245,es
gay,25217,es
señores,25187,es
quedan,25181,es
piernas,25117,es
visita,25113,es
parís,25111,es
usando,25109,es
ganado,25106,es
movimiento,25097,es
blanca,25080,es
rico,25019,es
inocente,24983,es
pesar,24982,es
absoluto,24982,es
vacaciones,24975,es
mismos,24932,es
tomado,24901,es
habías,24885,es
planes,24830,es
cine,24776,es
toca,24753,es
brillante,24750,es
confianza,24733,es
vuestra,24707,es
nombres,24706,es
especialmente,24660,es
fbi,24627,es
embarazada,24625,es
esperen,24616,es
pantalones,24609,es
defensa,24602,es
terminó,24592,es
salido,24556,es
estupendo,24491,es
jane,24469,es
presión,24457,es
inmediatamente,24410,es
testigo,24402,es
deberían,24391,es
olvidado,24378,es
soldados,24372,es
resulta,24353,es
tommy,24300,es
depende,24282,es
motivo,24276,es
inglés,24267,es
suya,24246,es
estudio,24243,es
acabar,24230,es
sentimientos,24182,es
tomando,24154,es
dieron,24125,es
parecen,24063,es
llaves,24052,es
perros,24037,es
propósito,24020,es
noticia,24010,es
partir,23967,es
vuestro,23967,es
metros,23962,es
santa,23959,es
quedarse,23947,es
clientes,23929,es
podrá,23914,es
cuántas,23906,es
ridículo,23895,es
damas,23894,es
estuviste,23886,es
tranquila,23875,es
operación,23863,es
come,23861,es
empresa,23858,es
ayúdame,23854,es
laboratorio,23848,es
elección,23826,es
menudo,23817,es
beso,23794,es
copa,23750,es
conversación,23746,es
brazos,23717,es
espíritu,23706,es
dejas,23660,es
cansado,23628,es
interesa,23602,es
refieres,23567,es
casado,23560,es
enorme,23535,es
asuntos,23521,es
muestra,23509,es
trampa,23494,es
ray,23492,es
billy,23444,es
memoria,23432,es
johnny,23426,es
contrario,23421,es
soldado,23421,es
subir,23413,es
turno,23409,es
encantaría,23397,es
preocupado,23389,es
restaurante,23371,es
saliendo,23368,es
escrito,23334,es
cálmate,23322,es
bienvenida,23320,es
caer,23298,es
llevaré,23274,es
leche,23267,es
estrellas,23265,es
prefiero,23230,es
red,23197,es
viejos,23172,es
solamente,23166,es
oiga,23159,es
estén,23127,es
cuentas,23115,es
taxi,23114,es
anillo,23113,es
richard,23102,es
preguntar,23053,es
victoria,23042,es
quiénes,23032,es
héroe,23032,es
pequeños,23029,es
decidido,23006,es
películas,22995,es
responsable,22954,es
trago,22952,es
volverá,22878,es
árbol,22850,es
ibas,22845,es
dientes,22805,es
encantado,22800,es
camión,22794,es
vender,22769,es
llame,22752,es
detente,22743,es
luchar,22738,es
cabo,22732,es
ruido,22718,es
lucha,22712,es
muere,22695,es
reloj,22691,es
gato,22686,es
averiguar,22670,es
volar,22653,es
vayamos,22640,es
tanta,22574,es
vendrá,22548,es
corriendo,22534,es
yendo,22518,es
colegio,22498,es
sonido,22444,es
caballero,22412,es
pasada,22393,es
código,22378,es
hagamos,22349,es
imagen,22339,es
riesgo,22336,es
llegamos,22327,es
alguno,22317,es
pan,22311,es
millón,22303,es
malas,22295,es
dama,22292,es
hielo,22276,es
coño,22270,es
cayó,22244,es
prensa,22244,es
querer,22219,es
vengan,22202,es
eddie,22197,es
caminar,22142,es
televisión,22129,es
pasará,22111,es
momentos,22109,es
coger,22105,es
posibilidad,22104,es
hubiese,22099,es
mark,22087,es
asiento,22080,es
tuviste,22061,es
herido,22044,es
maría,22039,es
seguramente,22019,es
proyecto,22007,es
pared,21999,es
sentí,21974,es
sospechoso,21933,es
naturaleza,21922,es
ésa,21914,es
silla,21910,es
perdió,21883,es
robert,21882,es
policías,21865,es
arreglar,21854,es
sentado,21849,es
papi,21806,es
ideas,21803,es
obtener,21789,es
felices,21789,es
señoría,21787,es
cantidad,21766,es
bebe,21749,es
mírame,21736,es
chris,21736,es
papa,21732,es
llorar,21694,es
quedó,21686,es
familiar,21678,es
desastre,21670,es
locos,21665,es
escuche,21649,es
quedarte,21600,es
política,21599,es
pedí,21552,es
sois,21542,es
nosotras,21518,es
will,21495,es
enfermedad,21473,es
encontraron,21470,es
colega,21456,es
príncipe,21442,es
verde,21441,es
bajar,21421,es
nervioso,21417,es
vengo,21415,es
inspector,21393,es
sirve,21373,es
puertas,21366,es
fuerzas,21362,es
playa,21337,es
cantar,21325,es
déjeme,21323,es
velocidad,21309,es
total,21272,es
cabello,21256,es
suficientemente,21229,es
huellas,21222,es
haberte,21198,es
debí,21196,es
unidad,21181,es
estan,21171,es
cuchillo,21138,es
oigan,21109,es
quienes,21083,es
gana,21078,es
tonterías,21068,es
emergencia,21060,es
perfecta,21035,es
hable,21026,es
gustaba,21015,es
lugares,21005,es
ryan,20997,es
show,20965,es
robo,20955,es
permite,20946,es
parque,20907,es
roto,20900,es
serie,20857,es
puse,20843,es
nuevas,20833,es
evidencia,20831,es
conocerte,20819,es
estúpida,20818,es
preocupe,20779,es
perdone,20775,es
botella,20774,es
viento,20773,es
mando,20743,es
extraña,20742,es
historias,20732,es
