word,frequency,lang_code
помочь,73512,ru
видел,73501,ru
люблю,72412,ru
хочет,71846,ru
место,71757,ru
знать,71476,ru
кто-то,71353,ru
прости,71336,ru
отлично,71243,ru
похоже,71157,ru
парень,70820,ru
домой,70755,ru
всем,70745,ru
деньги,69831,ru
иди,69293,ru
времени,68876,ru
дома,68664,ru
именно,68567,ru
доктор,67918,ru
думал,67701,ru
говорил,67335,ru
делаешь,67069,ru
будем,67057,ru
прямо,66757,ru
стоит,66587,ru
поговорить,66462,ru
найти,66209,ru
разве,66146,ru
слушай,65986,ru
своей,65823,ru
лишь,65808,ru
ага,65490,ru
можете,65480,ru
простите,65257,ru
хотела,64824,ru
сам,64565,ru
что-нибудь,64127,ru
тем,63890,ru
будешь,62961,ru
прошу,62593,ru
три,61773,ru
деле,61675,ru
хотите,61597,ru
говорить,61591,ru
давайте,61413,ru
совсем,61240,ru
знал,61058,ru
знает,60683,ru
какой,60477,ru
моего,60363,ru
скажи,59989,ru
дом,59974,ru
дела,59642,ru
вами,59524,ru
свои,59099,ru
говорит,58596,ru
несколько,58492,ru
должно,58386,ru
про,58180,ru
ваш,57938,ru
происходит,57892,ru
жаль,57474,ru
туда,57308,ru
действительно,57152,ru
папа,56693,ru
завтра,55928,ru
оно,55655,ru
черт,55607,ru
одна,55083,ru
перед,54678,ru
наш,54529,ru
уверен,54464,ru
отсюда,54249,ru
нужна,54088,ru
самом,53967,ru
тех,53671,ru
нужен,53454,ru
свой,53410,ru
мою,53267,ru
кого,52950,ru
верно,52791,ru
работу,52788,ru
каждый,52005,ru
твоей,51719,ru
будут,51653,ru
хватит,51483,ru
понял,51455,ru
нее,51307,ru
имя,51199,ru
против,50836,ru
кое-что,50388,ru
пор,50034,ru
чём,49969,ru
раньше,49196,ru
говорю,49137,ru
более,49014,ru
надеюсь,48947,ru
итак,48940,ru
при,48916,ru
ваша,48891,ru
вообще,48657,ru
пошли,48631,ru
мать,48327,ru
нельзя,48309,ru
наверное,48158,ru
нами,48110,ru
твои,47716,ru
могли,47497,ru
дай,47298,ru
ради,47155,ru
всю,46925,ru
ребята,46567,ru
хотя,46068,ru
понимаешь,45672,ru
идти,45654,ru
этих,45596,ru
откуда,45596,ru
такая,45222,ru
ясно,45154,ru
другой,45087,ru
извините,45074,ru
вижу,44264,ru
видеть,43923,ru
над,43810,ru
могут,43706,ru
равно,43637,ru
мисс,43522,ru
скоро,43513,ru
будто,43328,ru
зовут,43158,ru
виду,42951,ru
наши,42884,ru
думала,42823,ru
послушай,42732,ru
между,42378,ru
своего,42110,ru
вопрос,41857,ru
этому,41856,ru
почти,41718,ru
года,41673,ru
человека,41539,ru
которая,41129,ru
подожди,41101,ru
руки,41048,ru
нормально,41029,ru
такие,41025,ru
возьми,40938,ru
минут,40938,ru
извини,40699,ru
вещи,40557,ru
могла,40427,ru
смотри,40426,ru
хоть,40250,ru
работа,40211,ru
пару,40153,ru
сын,40105,ru
ваше,40075,ru
дня,39982,ru
пора,39964,ru
неё,39900,ru
жить,39785,ru
видишь,39742,ru
достаточно,39644,ru
господи,39600,ru
быстро,39448,ru
твою,39431,ru
весь,39373,ru
убить,39356,ru
ночь,39231,ru
говоришь,39074,ru
собой,38686,ru
скажу,38603,ru
готов,38243,ru
слышал,38200,ru
какая,37614,ru
посмотри,37605,ru
первый,37559,ru
самое,37558,ru
видела,37537,ru
пусть,37504,ru
месте,37488,ru
нашли,37459,ru
сказали,37445,ru
плохо,37383,ru
смогу,37048,ru
ваши,36984,ru
отца,36934,ru
детей,36917,ru
знаем,36911,ru
рад,36727,ru
прав,36686,ru
никаких,36401,ru
имею,36205,ru
миссис,36111,ru
иногда,36085,ru
смерти,36077,ru
своих,36071,ru
пойду,35987,ru
брат,35930,ru
вроде,35897,ru
рядом,35793,ru
мир,35680,ru
произошло,35440,ru
которую,35389,ru
сделала,35372,ru
говорила,35203,ru
знала,35121,ru
мое,35030,ru
одного,35004,ru
таким,34912,ru
помощь,34858,ru
такого,34827,ru
кем,34757,ru
насчет,34635,ru
вчера,34622,ru
случае,34622,ru
увидеть,34406,ru
нашей,34339,ru
говорят,34188,ru
правильно,33991,ru
убил,33957,ru
одно,33920,ru
пойти,33908,ru
друга,33663,ru
сама,33642,ru
долго,33607,ru
работать,33587,ru
дверь,33577,ru
делает,33556,ru
женщина,33537,ru
важно,33534,ru
кроме,33324,ru
будь,33311,ru
собираюсь,33276,ru
вашей,33160,ru
нужны,33154,ru
здорово,33129,ru
номер,33102,ru
проблема,32987,ru
проблемы,32933,ru
денег,32919,ru
чёрт,32881,ru
хороший,32663,ru
твоего,32521,ru
одну,32351,ru
дальше,32290,ru
вернуться,32265,ru
давно,32247,ru
последний,32206,ru
ночи,32162,ru
узнать,31995,ru
уверена,31958,ru
машину,31911,ru
права,31879,ru
пять,31874,ru
моих,31857,ru
также,31756,ru
тому,31700,ru
вечером,31577,ru
дети,31434,ru
опять,31397,ru
вообще-то,31394,ru
серьезно,31361,ru
работает,31339,ru
своим,31279,ru
сначала,30957,ru
две,30938,ru
одной,30898,ru
моим,30760,ru
жена,30704,ru
думаете,30544,ru
помнишь,30417,ru
глаза,30370,ru
ними,30238,ru
чувак,30222,ru
ночью,30220,ru
чувствую,30161,ru
взять,30141,ru
сразу,30132,ru
утром,30109,ru
часть,30091,ru
придется,29877,ru
стать,29711,ru
идея,29633,ru
дорогая,29606,ru
прекрасно,29598,ru
слова,29524,ru
сделали,29485,ru
видели,29384,ru
наша,29157,ru
сердце,29016,ru
помню,28916,ru
парня,28852,ru
момент,28780,ru
утро,28764,ru
здравствуйте,28754,ru
стал,28724,ru
скорее,28682,ru
большой,28409,ru
кто-нибудь,28402,ru
часов,28334,ru
год,28330,ru
друзья,28282,ru
сильно,28217,ru
говори,28147,ru
смысле,28050,ru
которой,27890,ru
уйти,27794,ru
которого,27621,ru
капитан,27555,ru
работы,27516,ru
любовь,27505,ru
дочь,27412,ru
новый,27283,ru
боюсь,27122,ru
имеет,27056,ru
стой,27040,ru
дней,27036,ru
той,27008,ru
голову,26985,ru
столько,26881,ru
понятно,26878,ru
дать,26825,ru
девушка,26756,ru
довольно,26733,ru
доме,26620,ru
вечер,26612,ru
оба,26584,ru
пойдем,26531,ru
увидимся,26481,ru
шанс,26416,ru
хорошая,26414,ru
прежде,26389,ru
сделаю,26336,ru
какого,26272,ru
быстрее,26238,ru
понять,26226,ru
рассказать,26144,ru
вашего,26034,ru
бог,25920,ru
интересно,25919,ru
затем,25898,ru
умер,25893,ru
обо,25824,ru
никого,25759,ru
парни,25749,ru
самый,25746,ru
твое,25730,ru
вон,25698,ru
пришел,25628,ru
чтоб,25591,ru
поверить,25583,ru
слово,25563,ru
будете,25439,ru
нашел,25320,ru
милая,25304,ru
странно,25261,ru
какие,25256,ru
однажды,25033,ru
сможешь,24846,ru
получить,24831,ru
обычно,24821,ru
ума,24813,ru
полагаю,24799,ru
алло,24674,ru
посмотреть,24666,ru
иначе,24647,ru
наших,24616,ru
тело,24547,ru
хотели,24483,ru
свое,24180,ru
пришли,24179,ru
моё,24178,ru
другие,24173,ru
выглядит,24168,ru
подумал,24085,ru
лицо,24022,ru
приятно,23961,ru
мам,23933,ru
говорите,23914,ru
обратно,23776,ru
нашего,23734,ru
телефон,23675,ru
мире,23657,ru
честь,23657,ru
господин,23619,ru
доброе,23575,ru
план,23550,ru
другом,23547,ru
час,23538,ru
джон,23444,ru
пути,23386,ru
делал,23365,ru
типа,23350,ru
посмотрим,23340,ru
насколько,23299,ru
пытался,23296,ru
правду,23266,ru
решил,23256,ru
поздно,23235,ru
нем,23163,ru
работе,23151,ru
любит,23082,ru
хотят,23061,ru
кому,23048,ru
сестра,23033,ru
какой-то,23013,ru
места,22996,ru
кого-то,22970,ru
скажешь,22911,ru
следующий,22874,ru
других,22782,ru
получил,22761,ru
кстати,22754,ru
говорили,22754,ru
пришла,22711,ru
безопасности,22658,ru
рада,22651,ru
когда-нибудь,22598,ru
город,22582,ru
внимание,22551,ru
кофе,22518,ru
которое,22513,ru
вся,22447,ru
семья,22392,ru
конец,22370,ru
позже,22329,ru
дал,22272,ru
думать,22270,ru
спать,22161,ru
вернулся,22160,ru
остаться,22135,ru
некоторые,22086,ru
кровь,22028,ru
оружие,22008,ru
пришлось,22005,ru
хуже,21993,ru
дорогой,21901,ru
полиция,21832,ru
сможем,21727,ru
понимаете,21722,ru
четыре,21692,ru
которых,21675,ru
ужасно,21660,ru
ждать,21611,ru
способ,21588,ru
делаю,21490,ru
готовы,21457,ru
совершенно,21452,ru
смотреть,21445,ru
вернусь,21428,ru
большое,21424,ru
единственный,21401,ru
вперед,21361,ru
часа,21254,ru
где-то,21249,ru
муж,21149,ru
идет,21080,ru
таких,21062,ru
ребенка,21021,ru
машина,21008,ru
стороны,20908,ru
смог,20850,ru
сына,20812,ru
играть,20812,ru
сами,20794,ru
верю,20779,ru
честно,20747,ru
нашла,20731,ru
звучит,20728,ru
угодно,20705,ru
как-то,20699,ru
руку,20693,ru
начала,20681,ru
перевод,20654,ru
какое,20573,ru
взял,20550,ru
станет,20522,ru
пытаюсь,20408,ru
внутри,20397,ru
знали,20311,ru
новости,20286,ru
добрый,20267,ru
подождите,20244,ru
скажите,20224,ru
ребенок,20198,ru
вашу,20167,ru
мальчик,20166,ru
осталось,20160,ru
делаете,20132,ru
году,20102,ru
мере,20011,ru
поняла,19966,ru
отношения,19864,ru
далеко,19854,ru
вокруг,19795,ru
хотим,19732,ru
слышала,19711,ru
двух,19680,ru
приятель,19662,ru
никому,19631,ru
мужчина,19534,ru
неделю,19463,ru
вернуть,19439,ru
смерть,19437,ru
сих,19435,ru
сможет,19381,ru
the,19330,ru
дайте,19312,ru
двое,19304,ru
видите,19290,ru
долларов,19289,ru
крови,19247,ru
решение,19240,ru
путь,19228,ru
следует,19163,ru
неужели,19139,ru
около,19138,ru
готова,19108,ru
семьи,19085,ru
идем,19064,ru
смотрите,19063,ru
круто,19057,ru
история,19002,ru
вдруг,18999,ru
спросить,18993,ru
твоих,18934,ru
второй,18915,ru
вина,18899,ru
джек,18894,ru
женщины,18875,ru
нашу,18853,ru
заткнись,18797,ru
минуту,18795,ru
собираешься,18783,ru
твоим,18759,ru
шоу,18718,ru
прощения,18716,ru
больно,18711,ru
машины,18695,ru
пап,18644,ru
трудно,18639,ru
постоянно,18564,ru
поможет,18549,ru
проблем,18524,ru
например,18517,ru
дерьмо,18510,ru
полиции,18504,ru
начать,18483,ru
знают,18461,ru
лучший,18458,ru
добро,18435,ru
спасти,18427,ru
рождения,18325,ru
оставить,18304,ru
чарли,18273,ru
любишь,18240,ru
конце,18211,ru
забыл,18152,ru
месяцев,18137,ru
часто,18114,ru
мило,18110,ru
комнате,18106,ru
нему,18082,ru
матери,18059,ru
милый,18034,ru
полностью,18026,ru
школе,17971,ru
леди,17964,ru
серьёзно,17942,ru
убили,17935,ru
случай,17881,ru
джо,17861,ru
убийство,17824,ru
послушайте,17824,ru
посмотрите,17821,ru
пошел,17805,ru
никакого,17797,ru
сделаем,17710,ru
говоря,17706,ru
неплохо,17704,ru
использовать,17700,ru
прошлой,17671,ru
иду,17665,ru
узнал,17626,ru
прекрати,17612,ru
чуть,17579,ru
держи,17571,ru
невозможно,17552,ru
господа,17497,ru
слушайте,17487,ru
наше,17483,ru
машине,17453,ru
сэм,17428,ru
свет,17428,ru
образом,17396,ru
иметь,17380,ru
другое,17249,ru
другого,17215,ru
шесть,17214,ru
людям,17191,ru
погоди,17170,ru
имени,17139,ru
детка,17134,ru
недели,17131,ru
меньше,17109,ru
легко,17101,ru
крайней,17066,ru
девочка,17044,ru
придётся,17025,ru
мало,16966,ru
ненавижу,16929,ru
you,16919,ru
последние,16887,ru
насчёт,16864,ru
выглядишь,16859,ru
сообщение,16854,ru
думает,16780,ru
друзей,16769,ru
обещаю,16761,ru
агент,16748,ru
вместо,16738,ru
последнее,16711,ru
самого,16704,ru
настолько,16699,ru
ответ,16697,ru
детектив,16648,ru
понятия,16639,ru
родители,16617,ru
показать,16613,ru
поехали,16559,ru
стало,16551,ru
мэм,16539,ru
своими,16539,ru
всей,16534,ru
очевидно,16532,ru
помогите,16531,ru
маленький,16519,ru
школу,16443,ru
пожаловать,16443,ru
твоё,16442,ru
либо,16417,ru
забрать,16381,ru
прошло,16378,ru
особенно,16373,ru
имеешь,16326,ru
истории,16299,ru
вопросы,16278,ru
большая,16234,ru
минутку,16206,ru
пол,16199,ru
остановить,16180,ru
чему,16159,ru
свидания,16155,ru
обязательно,16143,ru
городе,16128,ru
убийца,16102,ru
сделай,16056,ru
ваших,15996,ru
любви,15971,ru
спокойной,15961,ru
своё,15931,ru
мадам,15916,ru
идите,15911,ru
выйти,15884,ru
делают,15870,ru
немедленно,15866,ru
делай,15740,ru
возможность,15739,ru
человеком,15728,ru
бывает,15707,ru
ужин,15699,ru
моем,15670,ru
купить,15632,ru
позвонить,15605,ru
наконец,15577,ru
стала,15536,ru
любой,15488,ru
клянусь,15460,ru
смешно,15407,ru
абсолютно,15405,ru
всему,15371,ru
переводчики,15370,ru
забудь,15367,ru
секунду,15353,ru
выбор,15343,ru
тысяч,15241,ru
потерял,15218,ru
майкл,15199,ru
волнуйся,15190,ru
ноги,15166,ru
таком,15137,ru
настоящий,15134,ru
означает,15121,ru
встретиться,15064,ru
известно,15037,ru
работаю,15037,ru
замечательно,14990,ru
любом,14963,ru
оставь,14960,ru
связи,14956,ru
боль,14955,ru
выпить,14948,ru
представить,14926,ru
убийства,14915,ru
малыш,14914,ru
умерла,14910,ru
воды,14910,ru
окей,14902,ru
речь,14896,ru
хорошие,14834,ru
поводу,14821,ru
перестань,14814,ru
увидел,14802,ru
повезло,14795,ru
президент,14778,ru
мужик,14777,ru
которым,14736,ru
прошлом,14732,ru
дам,14707,ru
десять,14695,ru
умереть,14677,ru
поговорим,14674,ru
отцом,14665,ru
искать,14662,ru
тихо,14656,ru
оставил,14649,ru
пистолет,14643,ru
начал,14629,ru
сложно,14579,ru
города,14559,ru
неделе,14538,ru
хотелось,14506,ru
принять,14496,ru
историю,14490,ru
босс,14469,ru
держать,14456,ru
пойдём,14453,ru
подумала,14450,ru
фильм,14446,ru
слышишь,14445,ru
рано,14411,ru
удачи,14402,ru
еду,14401,ru
словно,14393,ru
причина,14391,ru
пришёл,14385,ru
компании,14320,ru
спокойно,14315,ru
работал,14290,ru
подумать,14276,ru
вести,14251,ru
вещь,14238,ru
брата,14224,ru
конца,14200,ru
получится,14199,ru
блин,14164,ru
право,14134,ru
ввиду,14114,ru
бога,14108,ru
по-моему,14078,ru
подарок,14060,ru
комнату,13991,ru
мира,13978,ru
успокойся,13977,ru
позволить,13971,ru
моему,13963,ru
идёт,13962,ru
самая,13947,ru
рассказал,13887,ru
курсе,13871,ru
намного,13854,ru
мистера,13853,ru
женщин,13846,ru
тяжело,13822,ru
предложение,13757,ru
одним,13738,ru
счет,13724,ru
улице,13718,ru
другим,13681,ru
уходи,13599,ru
майк,13584,ru
среди,13571,ru
помоги,13568,ru
получилось,13543,ru
месяц,13537,ru
проверить,13535,ru
генри,13529,ru
голос,13514,ru
позвольте,13500,ru
стороне,13464,ru
вероятно,13461,ru
случится,13454,ru
уверены,13431,ru
мужа,13406,ru
питер,13397,ru
провести,13387,ru
людьми,13386,ru
наконец-то,13370,ru
неважно,13341,ru
нашёл,13324,ru
доктора,13307,ru
месяца,13286,ru
игра,13285,ru
идём,13283,ru
нём,13261,ru
джордж,13260,ru
познакомиться,13242,ru
возьму,13242,ru
слышали,13234,ru
пошла,13224,ru
корабль,13202,ru
чувствуешь,13165,ru
позволь,13156,ru
сторону,13138,ru
игры,13065,ru
согласен,13052,ru
письмо,13039,ru
вниз,13035,ru
молодец,13017,ru
наверняка,12996,ru
утра,12990,ru
вашим,12952,ru
нечего,12942,ru
встречи,12914,ru
вид,12908,ru
никакой,12883,ru
связь,12863,ru
список,12853,ru
такую,12799,ru
весело,12782,ru
сидеть,12779,ru
гораздо,12771,ru
собирался,12763,ru
впервые,12754,ru
находится,12748,ru
объяснить,12720,ru
полицию,12699,ru
решили,12695,ru
семью,12644,ru
свидание,12627,ru
отличная,12627,ru
остальные,12606,ru
прийти,12591,ru
руках,12585,ru
фбр,12578,ru
чувство,12562,ru
котором,12560,ru
решила,12554,ru
понадобится,12548,ru
сынок,12524,ru
найду,12516,ru
фрэнк,12515,ru
школы,12499,ru
чувства,12471,ru
дядя,12434,ru
стали,12412,ru
ушла,12400,ru
первым,12396,ru
поверь,12377,ru
расскажи,12357,ru
хочется,12309,ru
девушки,12304,ru
сон,12288,ru
имел,12268,ru
каким,12263,ru
парнем,12252,ru
многие,12246,ru
части,12176,ru
ехать,12171,ru
считаю,12163,ru
никуда,12155,ru
голове,12147,ru
старый,12124,ru
оттуда,12099,ru
чем-то,12092,ru
называется,12085,ru
вопросов,12080,ru
фото,12074,ru
пройти,12072,ru
заниматься,12047,ru
другу,12016,ru
вернулась,12013,ru
пара,12013,ru
никак,12008,ru
девочки,12007,ru
благодарю,12005,ru
своем,12003,ru
недавно,12002,ru
приехал,11987,ru
глаз,11981,ru
могло,11966,ru
становится,11962,ru
пыталась,11952,ru
является,11947,ru
брось,11929,ru
богу,11916,ru
нашим,11906,ru
помощи,11900,ru
волосы,11899,ru
невероятно,11895,ru
одном,11863,ru
ушел,11861,ru
джейн,11831,ru
тела,11811,ru
недель,11794,ru
собирается,11786,ru
защитить,11780,ru
всеми,11780,ru
существует,11768,ru
жив,11761,ru
первая,11743,ru
позвоню,11742,ru
благодаря,11730,ru
вперёд,11729,ru
навсегда,11723,ru
помните,11722,ru
земле,11722,ru
делу,11716,ru
вполне,11706,ru
пытается,11693,ru
будущее,11685,ru
семь,11678,ru
своему,11651,ru
идиот,11632,ru
слава,11587,ru
стоило,11586,ru
удалось,11582,ru
делаем,11579,ru
команда,11578,ru
главное,11567,ru
огонь,11539,ru
дэнни,11533,ru
замуж,11526,ru
начали,11513,ru
мужчины,11501,ru
кого-нибудь,11490,ru
силы,11487,ru
семье,11485,ru
шеф,11485,ru
суд,11483,ru
слышу,11478,ru
тюрьме,11466,ru
попробовать,11458,ru
друзьями,11443,ru
алекс,11440,ru
вашем,11437,ru
новая,11429,ru
маленькая,11410,ru
черта,11399,ru
придет,11384,ru
страшно,11364,ru
услышать,11361,ru
новые,11340,ru
общем,11337,ru
звонил,11331,ru
купил,11306,ru
понравится,11281,ru
близко,11278,ru
самой,11268,ru
смысл,11257,ru
хорошее,11227,ru
любил,11189,ru
сара,11185,ru
единственная,11179,ru
делали,11172,ru
макс,11163,ru
мэри,11150,ru
жду,11146,ru
получается,11145,ru
хорошего,11136,ru
эми,11131,ru
дамы,11113,ru
жену,11113,ru
гарри,11101,ru
неправильно,11096,ru
стоять,11061,ru
плевать,11059,ru
ключ,11057,ru
верить,11037,ru
лично,11035,ru
слышать,11034,ru
взяли,11024,ru
поздравляю,11015,ru
пить,11002,ru
заставить,11000,ru
получили,10995,ru
рот,10985,ru
делала,10980,ru
преступления,10976,ru
двери,10971,ru
землю,10968,ru
разумеется,10967,ru
очередь,10967,ru
первой,10959,ru
разговор,10954,ru
видимо,10954,ru
звонок,10951,ru
джеймс,10945,ru
менее,10937,ru
нового,10930,ru
получила,10923,ru
подальше,10909,ru
какая-то,10889,ru
сможете,10878,ru
похож,10848,ru
состоянии,10841,ru
необходимо,10838,ru
адвокат,10829,ru
касается,10812,ru
секунд,10810,ru
стоп,10807,ru
дали,10771,ru
оставаться,10767,ru
сделает,10756,ru
ходить,10756,ru
помощью,10741,ru
хватает,10726,ru
изменить,10725,ru
король,10717,ru
народ,10681,ru
новую,10660,ru
девушку,10654,ru
живет,10651,ru
секс,10637,ru
сделаешь,10630,ru
думали,10609,ru
нашем,10606,ru
попасть,10596,ru
каждого,10593,ru
другую,10585,ru
просил,10584,ru
пошёл,10578,ru
войны,10578,ru
случайно,10547,ru
игру,10546,ru
мертв,10541,ru
держись,10534,ru
забыла,10512,ru
цель,10508,ru
минуты,10499,ru
месье,10497,ru
выше,10496,ru
однако,10495,ru
женщину,10489,ru
раза,10489,ru
мысли,10483,ru
выход,10470,ru
платье,10468,ru
вовсе,10457,ru
пришло,10434,ru
женой,10425,ru
ребёнка,10418,ru
сожалею,10410,ru
твоем,10393,ru
осторожно,10376,ru
смогла,10373,ru
этими,10351,ru
стану,10349,ru
маме,10329,ru
парней,10314,ru
нравятся,10311,ru
покое,10284,ru
поехать,10275,ru
садись,10271,ru
миллионов,10261,ru
отличный,10257,ru
ребёнок,10230,ru
дочери,10207,ru
дороги,10204,ru
ого,10204,ru
нечто,10164,ru
первое,10164,ru
выяснить,10162,ru
ник,10152,ru
информацию,10149,ru
офис,10145,ru
какое-то,10143,ru
записи,10143,ru
лучшее,10139,ru
течение,10130,ru
вечеринку,10108,ru
убью,10107,ru
годы,10087,ru
забыть,10083,ru
правила,10070,ru
сожалению,10064,ru
какие-то,10062,ru
слов,10055,ru
джимми,10054,ru
дни,10036,ru
дала,10035,ru
жизнью,10034,ru
совет,10023,ru
занят,10021,ru
кем-то,9997,ru
попробуй,9994,ru
подруга,9991,ru
расскажу,9989,ru
целый,9981,ru
красивая,9975,ru
попросил,9965,ru
вышел,9958,ru
удар,9952,ru
вещей,9950,ru
адрес,9947,ru
дэвид,9924,ru
оставьте,9920,ru
сержант,9905,ru
увидишь,9899,ru
виноват,9858,ru
разница,9854,ru
открыть,9851,ru
написал,9851,ru
ждет,9851,ru
новое,9838,ru
счастлив,9833,ru
вау,9823,ru
выбора,9821,ru
продолжай,9821,ru
задницу,9816,ru
покажу,9815,ru
единственное,9801,ru
доверять,9785,ru
встреча,9780,ru
убивать,9779,ru
концов,9772,ru
обоих,9762,ru
будьте,9761,ru
останется,9754,ru
тюрьму,9737,ru
наверно,9737,ru
ищу,9736,ru
момента,9730,ru
обед,9730,ru
лица,9727,ru
видео,9725,ru
стойте,9719,ru
взяла,9714,ru
подождать,9705,ru
считает,9698,ru
вечно,9685,ru
покажи,9678,ru
бен,9668,ru
книгу,9666,ru
многое,9664,ru
земли,9659,ru
дел,9657,ru
какую,9656,ru
поскольку,9646,ru
узнала,9645,ru
сильнее,9614,ru
жены,9607,ru
встречу,9601,ru
весьма,9599,ru
блядь,9598,ru
поняли,9598,ru
родителей,9592,ru
лейтенант,9585,ru
глупо,9581,ru
узнает,9581,ru
думают,9573,ru
сезон,9572,ru
снаружи,9563,ru
голова,9550,ru
мамой,9537,ru
заняться,9529,ru
кино,9528,ru
вечера,9504,ru
свете,9496,ru
выйдет,9494,ru
восемь,9470,ru
найдем,9455,ru
помогу,9454,ru
больницу,9448,ru
больнице,9447,ru
магазин,9445,ru
тони,9440,ru
заметил,9426,ru
договорились,9424,ru
слушать,9420,ru
бизнес,9413,ru
примерно,9409,ru
уехать,9408,ru
мамы,9405,ru
позвонил,9401,ru
выходит,9390,ru
когда-либо,9362,ru
маму,9359,ru
документы,9354,ru
попал,9345,ru
шаг,9338,ru
отпусти,9336,ru
смотрю,9336,ru
здравствуй,9334,ru
понравилось,9331,ru
смогли,9314,ru
правы,9292,ru
большие,9273,ru
рассказала,9256,ru
идут,9253,ru
готово,9249,ru
плохой,9246,ru
офицер,9242,ru
узнали,9238,ru
скажет,9223,ru
сюрприз,9222,ru
внимания,9213,ru
вышло,9189,ru
дорогу,9173,ru
считаешь,9170,ru
фотографии,9169,ru
вода,9165,ru
делом,9160,ru
каком,9155,ru
полный,9147,ru
следующей,9139,ru
доказать,9127,ru
захочешь,9126,ru
книги,9123,ru
война,9122,ru
планы,9117,ru
мысль,9115,ru
веришь,9099,ru
видно,9097,ru
скажем,9089,ru
большинство,9078,ru
ребят,9070,ru
продолжать,9054,ru
ранее,9050,ru
жертвы,9046,ru
ближе,9013,ru
качестве,9005,ru
двигаться,9001,ru
написано,8995,ru
чувствовать,8991,ru
хорош,8989,ru
любить,8984,ru
величество,8984,ru
головы,8971,ru
дороге,8958,ru
попросить,8953,ru
времена,8952,ru
подумай,8951,ru
забавно,8941,ru
главный,8936,ru
внизу,8929,ru
каждую,8913,ru
остался,8913,ru
вставай,8912,ru
мнение,8908,ru
твоему,8903,ru
часы,8882,ru
вряд,8882,ru
постой,8860,ru
сомневаюсь,8854,ru
отдай,8844,ru
вечеринка,8839,ru
ошибка,8826,ru
приехали,8818,ru
бросил,8807,ru
вернется,8788,ru
профессор,8787,ru
любят,8785,ru
ключи,8775,ru
подходит,8758,ru
беги,8753,ru
ничто,8748,ru
поле,8734,ru
вышла,8732,ru
открой,8731,ru
воду,8731,ru
сексом,8728,ru
