word,frequency,lang_code
twarzy,21307,pl
tysięcy,21247,pl
zamiar,21218,pl
ludziom,21197,pl
przestać,21186,pl
zadzwoń,21133,pl
przyjaciele,21131,pl
mieszka,21108,pl
pewny,21087,pl
zabierz,21086,pl
kolację,20972,pl
wieści,20963,pl
stan,20933,pl
ziemię,20924,pl
powstrzymać,20920,pl
żartujesz,20882,pl
nogi,20765,pl
kochasz,20765,pl
grać,20704,pl
sądzie,20674,pl
uwielbiam,20671,pl
każdej,20653,pl
osoba,20633,pl
robił,20608,pl
potrafię,20586,pl
przyjaciółmi,20562,pl
dobrego,20529,pl
zrozumieć,20505,pl
mogłeś,20498,pl
wyboru,20493,pl
spokoju,20493,pl
piękne,20474,pl
fajnie,20369,pl
trudne,20359,pl
cel,20346,pl
james,20342,pl
biura,20329,pl
henry,20303,pl
słyszę,20202,pl
świetny,20200,pl
tygodni,20200,pl
przyjść,20156,pl
wolno,20144,pl
żony,20119,pl
mocno,20097,pl
znaczenia,20076,pl
uciec,20015,pl
tyłu,20012,pl
żoną,20000,pl
widziałaś,19910,pl
and,19888,pl
informacje,19860,pl
zapytać,19836,pl
hey,19808,pl
poszedł,19807,pl
osoby,19792,pl
młody,19777,pl
musieli,19755,pl
obawiam,19742,pl
tacy,19722,pl
otwórz,19703,pl
bogu,19686,pl
gościa,19669,pl
matką,19667,pl
odpowiedź,19653,pl
niektórzy,19649,pl
związek,19611,pl
centrum,19610,pl
pierwszym,19489,pl
pytań,19437,pl
szukam,19413,pl
jakbym,19408,pl
chwileczkę,19408,pl
tygodnie,19366,pl
zabiję,19355,pl
samej,19347,pl
wreszcie,19321,pl
policję,19315,pl
moglibyśmy,19307,pl
chodziło,19301,pl
poszło,19273,pl
szczęśliwy,19251,pl
więzienia,19247,pl
mnóstwo,19247,pl
chodźcie,19167,pl
wiedziała,19141,pl
pozwolę,19105,pl
hotelu,19081,pl
żebyśmy,19075,pl
stój,19051,pl
części,19042,pl
nieprawda,19040,pl
reszta,19035,pl
gry,19022,pl
uspokój,19022,pl
kapitan,19008,pl
lepsze,19004,pl
jedyną,18989,pl
stoi,18983,pl
niesamowite,18978,pl
sensu,18947,pl
ból,18931,pl
ślub,18907,pl
duży,18876,pl
wojny,18864,pl
dajcie,18841,pl
resztę,18839,pl
związku,18828,pl
przyjaciela,18815,pl
dostał,18789,pl
uważa,18780,pl
list,18779,pl
wielka,18776,pl
nową,18753,pl
następny,18712,pl
rodziców,18671,pl
jakiego,18631,pl
pewne,18568,pl
dobrą,18532,pl
ktokolwiek,18530,pl
martwić,18521,pl
sekund,18462,pl
david,18455,pl
łóżka,18448,pl
zobaczysz,18447,pl
górze,18436,pl
przyszłość,18433,pl
szukać,18425,pl
ciekawe,18361,pl
wasz,18345,pl
szansa,18342,pl
facetem,18340,pl
dostałem,18310,pl
ach,18298,pl
cie,18297,pl
prezent,18271,pl
mocy,18197,pl
peter,18195,pl
mary,18194,pl
walki,18164,pl
jorku,18134,pl
częścią,18126,pl
zaczął,18112,pl
dostaniesz,18104,pl
kobietę,18101,pl
mowy,18098,pl
tony,18076,pl
sytuacji,18071,pl
jedynym,18050,pl
chronić,18047,pl
ben,17994,pl
jimmy,17981,pl
światło,17980,pl
zajmie,17974,pl
twoi,17955,pl
los,17950,pl
potrafi,17938,pl
pomogę,17919,pl
zobaczę,17918,pl
szpitalu,17898,pl
własne,17866,pl
skończy,17822,pl
wysoki,17812,pl
ofiary,17806,pl
morderstwo,17802,pl
pójdzie,17798,pl
pomiędzy,17730,pl
małą,17700,pl
szef,17682,pl
uwaga,17668,pl
pójdziesz,17666,pl
dna,17623,pl
obiad,17586,pl
jane,17586,pl
dowód,17563,pl
mogło,17556,pl
zdanie,17549,pl
próbował,17548,pl
kobiet,17546,pl
skończyć,17526,pl
coraz,17463,pl
całej,17436,pl
chcieli,17434,pl
miesiąc,17426,pl
nieco,17419,pl
system,17405,pl
ruszać,17403,pl
zamierzasz,17380,pl
widzi,17378,pl
wybór,17344,pl
martwy,17334,pl
lepszy,17327,pl
jakbyś,17319,pl
zjeść,17316,pl
znalazłam,17315,pl
wokół,17312,pl
dzieciak,17310,pl
patrzeć,17301,pl
max,17298,pl
wspaniałe,17270,pl
usiądź,17269,pl
wierzysz,17260,pl
historię,17257,pl
zabije,17247,pl
słuchać,17219,pl
jedyne,17204,pl
danny,17196,pl
siły,17191,pl
próbowałem,17175,pl
spoko,17165,pl
jedyny,17162,pl
próbuje,17131,pl
gotowe,17111,pl
usłyszeć,17110,pl
robotę,17103,pl
staram,17102,pl
alex,17096,pl
odpowiedzi,17086,pl
jedź,17060,pl
zatrzymaj,17052,pl
stara,17037,pl
pamiętaj,17036,pl
komuś,17023,pl
jeść,17012,pl
wow,17000,pl
niezły,16982,pl
byłby,16961,pl
drugą,16945,pl
pójdziemy,16938,pl
miły,16893,pl
milionów,16839,pl
miesiące,16831,pl
tyłek,16824,pl
stylu,16816,pl
zbrodni,16814,pl
owszem,16812,pl
uratować,16810,pl
wypadku,16805,pl
robicie,16795,pl
prosić,16749,pl
duże,16742,pl
drugie,16735,pl
interes,16720,pl
telefonu,16687,pl
ciąży,16675,pl
córkę,16638,pl
ostatniej,16623,pl
wiedziałeś,16599,pl
najwyraźniej,16597,pl
przejść,16578,pl
ogień,16505,pl
sen,16504,pl
jadę,16502,pl
pomyśl,16500,pl
celu,16499,pl
więzieniu,16475,pl
powiedzieli,16470,pl
ależ,16431,pl
chłopaka,16431,pl
yeah,16423,pl
spraw,16373,pl
oko,16366,pl
moc,16357,pl
pies,16342,pl
jakimś,16338,pl
pracujesz,16331,pl
wejdź,16326,pl
brakuje,16319,pl
paul,16317,pl
przyjęcie,16301,pl
rodziną,16290,pl
sprawdź,16271,pl
otworzyć,16262,pl
znajdziesz,16224,pl
przyszedłem,16217,pl
dzieciaki,16212,pl
zdobyć,16193,pl
wcześnie,16172,pl
mówiłaś,16170,pl
mogłabym,16159,pl
ostatnia,16149,pl
wielkiego,16113,pl
harry,16107,pl
użyć,16074,pl
firmy,16050,pl
gorzej,16025,pl
potrzeba,16019,pl
wstawaj,16007,pl
informacji,15955,pl
stamtąd,15952,pl
adres,15890,pl
dosyć,15888,pl
drinka,15860,pl
samą,15827,pl
jedyna,15813,pl
światła,15811,pl
głupie,15808,pl
wspaniały,15801,pl
biurze,15796,pl
matkę,15788,pl
osobiście,15787,pl
patrzcie,15783,pl
rodzaju,15759,pl
psa,15753,pl
zrobili,15750,pl
pobliżu,15730,pl
spotkamy,15724,pl
samochodzie,15717,pl
zasady,15708,pl
dole,15700,pl
kolego,15696,pl
myślą,15673,pl
wyjaśnić,15666,pl
piękny,15649,pl
zespół,15641,pl
problemu,15613,pl
boisz,15611,pl
śmieszne,15583,pl
pierwszą,15581,pl
atak,15566,pl
gratulacje,15564,pl
buty,15520,pl
program,15507,pl
poproszę,15507,pl
dziesięć,15505,pl
ładnie,15500,pl
pracował,15498,pl
wychodzi,15494,pl
szczęśliwa,15466,pl
pokażę,15440,pl
puść,15428,pl
siedzieć,15428,pl
mózgu,15406,pl
laboratorium,15388,pl
codziennie,15388,pl
klucz,15385,pl
prowadzi,15382,pl
